Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,discount_ratio,weight_per_purchase,rating_x_calls,Product_importance_num,important_discount,log_cost,log_weight,calls_bin,rating_bin
D,Road,3,3,172,3,medium,F,42,1707,1,0.24418603231476557,426.75,9,2,84,5.153291594497779,7.443078374348516,Medium,Neutral
F,Ship,3,3,153,5,low,M,35,1089,1,0.22875815498312713,181.5,9,1,35,5.0369526024136295,6.993932975223189,Medium,Neutral
D,Flight,4,2,250,3,low,M,5,4488,1,0.01999999920000003,1122.0,8,1,5,5.5254529391317835,8.409385238781931,Medium,Bad
C,Ship,3,3,216,8,medium,M,4,5329,1,0.018518517661179738,592.1111111111111,9,2,8,5.37989735354046,8.58110651715989,Medium,Neutral
C,Flight,5,2,116,5,high,F,56,1130,1,0.4827585790725363,188.33333333333334,10,3,168,4.762173934797756,7.030857476116121,High,Bad
A,Flight,5,3,167,3,low,M,9,5026,0,0.05389221234178369,1256.5,15,1,9,5.123963979403259,8.522578663692576,High,Neutral
F,Ship,4,1,208,3,low,M,4,4530,1,0.01923076830621306,1132.5,4,1,4,5.342334251964811,8.418697944667139,Medium,Bad
B,Ship,6,2,219,5,low,F,9,1071,0,0.04109588853443431,178.5,12,1,9,5.393627546352362,6.977281341630747,High,Bad
B,Ship,2,4,151,4,low,F,2,1150,0,0.013245032235428328,230.0,8,1,2,5.0238805208462765,7.048386408721883,Low,Neutral
F,Flight,5,4,182,4,low,M,61,3063,1,0.3351648167491859,612.6,20,1,61,5.209486152841421,8.027476530860483,High,Neutral
C,Flight,3,3,180,7,medium,F,4,5068,1,0.02222222098765439,633.5,9,2,8,5.198497031265826,8.53089883847235,Medium,Neutral
C,Flight,2,4,144,4,low,F,8,5760,1,0.05555555169753113,1152.0,8,1,8,4.976733742420574,8.658866349732383,Low,Neutral
B,Ship,4,3,261,3,medium,M,1,4590,0,0.0038314174777234686,1147.5,12,2,2,5.568344503761097,8.431853144249223,Medium,Neutral
C,Road,3,3,241,3,low,F,6,5261,0,0.024896264527125952,1315.25,9,1,6,5.488937726156687,8.568266461600238,Medium,Neutral
B,Ship,3,2,244,8,low,F,50,3562,1,0.20491802438860557,395.77777777777777,6,1,50,5.501258210544727,8.178358165605836,Medium,Bad
F,Flight,2,5,166,3,medium,M,3,1832,1,0.018072288067934452,458.0,10,2,6,5.117993812416755,7.513709247839705,Low,Good
F,Ship,3,3,137,3,medium,M,1,5490,1,0.007299269540199303,1372.5,9,2,2,4.927253685157205,8.610865667278873,Medium,Neutral
D,Ship,3,1,249,3,low,F,43,3277,1,0.1726907561168371,819.25,3,1,43,5.521460917862246,8.094988759303774,Medium,Bad
F,Flight,3,4,254,2,high,M,56,3266,1,0.22047243226486488,1088.6666666666667,12,3,168,5.541263545158426,8.09162741160107,Medium,Neutral
F,Ship,3,2,182,2,low,F,40,2592,1,0.2197802077043842,864.0,6,1,40,5.209486152841421,7.860570785538664,Medium,Bad
F,Ship,2,2,240,3,low,M,53,2980,1,0.2208333241319448,745.0,4,1,53,5.484796933490655,8.000014093678072,Low,Bad
F,Road,5,5,210,3,medium,M,8,5906,1,0.03809523628117922,1476.5,25,2,16,5.351858133476067,8.683893367307235,High,Good
A,Ship,2,3,139,3,low,M,9,1471,1,0.06474819678070527,367.75,6,1,9,4.941642422609304,7.294377299288821,Low,Neutral
B,Road,6,2,289,4,high,F,3,1116,0,0.010380622478179153,223.2,12,3,9,5.66988092298052,7.018401799069201,High,Bad
B,Ship,2,2,161,3,low,F,5,5999,1,0.031055898692180204,1499.75,4,1,5,5.087596335232384,8.699514748210191,Low,Bad
F,Ship,5,3,242,5,low,F,9,1716,0,0.03719008110784789,286.0,15,1,9,5.493061443340548,7.448333860897476,High,Neutral
F,Ship,5,3,224,2,medium,M,1,5603,0,0.0044642855149872535,1867.6666666666667,15,2,2,5.41610040220442,8.631235907456897,High,Neutral
A,Ship,4,1,184,3,high,F,47,3081,1,0.2554347687263713,770.25,4,3,141,5.220355825078324,8.033334015880062,Medium,Bad
D,Road,3,3,196,3,low,M,9,4431,0,0.04591836500416505,1107.75,9,1,9,5.2832037287379885,8.39660622842712,Medium,Neutral
C,Road,5,4,257,3,medium,F,3,4895,1,0.011673151296764541,1223.75,20,2,6,5.552959584921617,8.496173824192162,High,Neutral
A,Ship,4,1,220,3,medium,M,4,4314,0,0.01818181735537194,1078.5,4,2,8,5.3981627015177525,8.36985260351753,Medium,Bad
D,Ship,4,2,272,4,low,M,62,2307,1,0.22794116809039824,461.4,8,1,62,5.60947179518496,7.744136627627991,Medium,Bad
A,Ship,3,5,271,3,low,M,2,5229,1,0.007380073528410571,1307.25,15,1,2,5.605802066295998,8.56216655705897,Medium,Good
F,Ship,5,1,120,3,low,M,7,4381,1,0.058333328472222626,1095.25,5,1,7,4.795790545596741,8.385260520155413,High,Bad
F,Ship,3,5,264,4,medium,F,8,4324,0,0.03030302915518829,864.8,15,2,16,5.579729825986222,8.37216741936598,Medium,Good
D,Flight,3,4,183,2,low,M,5,4261,1,0.02732240287855722,1420.3333333333333,12,1,5,5.214935757608986,8.357493812658563,Medium,Neutral
D,Ship,5,3,252,5,low,M,2,1312,1,0.007936507621567158,218.66666666666666,15,1,2,5.53338948872752,7.180069874302796,High,Neutral
C,Ship,3,1,218,3,low,M,4,2304,1,0.018348623011531055,576.0,3,1,4,5.389071729816501,7.742835955430749,Medium,Bad
C,Ship,4,3,191,3,medium,F,6,4563,0,0.03141361092075336,1140.75,12,2,12,5.2574953720277815,8.425954710981966,Medium,Neutral
B,Ship,3,2,211,4,high,M,1,5831,1,0.004739336268277902,1166.2,6,3,3,5.356586274672012,8.671115273688494,Medium,Bad
B,Ship,4,4,183,4,low,F,6,4562,1,0.03278688345426866,912.4,16,1,6,5.214935757608986,8.425735580927402,Medium,Neutral
C,Ship,3,3,139,4,high,M,17,1137,1,0.1223021494746655,227.4,9,3,51,4.941642422609304,7.037027614686276,Medium,Neutral
B,Ship,5,5,171,2,medium,F,22,1695,1,0.12865496323655184,565.0,25,2,44,5.147494476813453,7.4360278163518485,High,Good
A,Flight,3,4,229,2,low,M,51,2628,1,0.22270741385557144,876.0,12,1,51,5.438079308923196,7.874358824729881,Medium,Neutral
F,Ship,5,1,136,3,medium,M,19,1420,1,0.13970587208045057,355.0,5,2,38,4.919980925828125,7.259116128097101,High,Bad
B,Ship,5,4,226,6,low,M,1,1327,0,0.004424778565275285,189.57142857142858,20,1,1,5.424950017481403,7.191429330036379,High,Neutral
B,Ship,4,2,250,5,medium,M,10,1026,1,0.03999999840000006,171.0,8,2,20,5.5254529391317835,6.934397209928558,Medium,Bad
B,Ship,5,2,216,4,medium,F,9,5804,0,0.04166666473765441,1160.8,10,2,18,5.37989735354046,8.666474894131992,High,Bad
F,Ship,4,1,270,2,low,M,4,4369,0,0.014814814266117991,1456.3333333333333,4,1,4,5.602118820879701,8.382518288089635,Medium,Bad
C,Ship,5,5,154,2,medium,M,3,4669,0,0.019480518215550763,1556.3333333333333,25,2,6,5.043425116919247,8.448914350662942,High,Good
C,Ship,5,4,165,3,medium,F,48,1240,1,0.29090907327823795,310.0,20,2,96,5.111987788356544,7.123672785204607,High,Neutral
F,Flight,3,3,153,2,low,F,39,1328,1,0.2549019441240559,442.6666666666667,9,1,39,5.0369526024136295,7.192182058713246,Medium,Neutral
D,Road,4,2,269,2,medium,F,2,4013,1,0.007434943961526248,1337.6666666666667,8,2,4,5.598421958998375,8.297543529356284,Medium,Bad
D,Ship,3,5,241,3,low,M,2,4976,1,0.008298754842375317,1244.0,15,1,2,5.488937726156687,8.512582578858554,Medium,Good
D,Ship,4,2,235,5,low,M,8,1021,0,0.03404255174287014,170.16666666666666,8,1,8,5.4638318050256105,6.92951677076365,Medium,Bad
B,Flight,6,3,285,7,medium,M,7,5030,1,0.02456140264696833,628.75,18,2,14,5.655991810819852,8.523374050491318,High,Neutral
B,Flight,5,5,189,3,low,M,7,5717,0,0.03703703507740555,1429.25,25,1,7,5.247024072160486,8.651374372882257,High,Good
C,Road,3,4,144,10,high,M,8,4440,0,0.05555555169753113,403.6363636363636,12,3,24,4.976733742420574,8.398634855292102,Medium,Neutral
D,Flight,6,3,262,5,low,M,9,1053,0,0.03435114372705558,175.5,18,1,9,5.572154032177765,6.960347729101308,High,Neutral
D,Ship,4,4,184,3,low,M,4,1330,1,0.021739129253308193,332.5,16,1,4,5.220355825078324,7.193685818395112,Medium,Neutral
D,Ship,3,4,181,3,high,F,9,5470,0,0.04972375415890861,1367.5,12,3,27,5.204006687076795,8.607216694063826,Medium,Neutral
B,Ship,3,1,254,4,low,F,33,2542,1,0.12992125472750965,508.4,3,1,33,5.541263545158426,7.841099765422119,Medium,Bad
C,Ship,2,2,267,3,medium,M,15,2481,1,0.056179773176787524,620.25,4,2,30,5.5909869805108565,7.8168199657645525,Low,Bad
D,Ship,4,3,239,3,medium,M,9,5897,1,0.03765690219008777,1474.25,12,2,18,5.480638923341991,8.682368589375221,Medium,Neutral
F,Ship,5,4,271,4,low,F,5,1184,1,0.01845018382102643,236.8,20,1,5,5.605802066295998,7.077498053569231,High,Neutral
C,Ship,4,5,244,3,low,F,49,3914,1,0.20081966390083344,978.5,20,1,49,5.501258210544727,8.272570608424903,Medium,Good
F,Flight,5,5,132,3,low,M,3,4263,0,0.022727271005509773,1065.75,25,1,3,4.890349128221754,8.357962965845681,High,Good
B,Ship,2,1,163,3,low,F,3,5873,1,0.018404906846324735,1468.25,2,1,3,5.099866427824199,8.678291111758565,Low,Bad
A,Ship,3,1,186,3,medium,F,4,5515,1,0.021505375187883053,1378.75,3,2,8,5.231108616854587,8.615408238913192,Medium,Bad
A,Ship,3,4,198,2,medium,F,20,2266,1,0.10101009590858101,755.3333333333334,12,2,40,5.293304824724492,7.726212650507529,Medium,Neutral
A,Ship,4,1,243,3,medium,M,10,5832,0,0.04115226168097689,1458.0,4,2,20,5.497168225293202,8.671286726753637,Medium,Bad
F,Road,2,1,164,5,low,M,4,1708,0,0.02439024241522912,284.6666666666667,2,1,4,5.10594547390058,7.443663683115591,Low,Bad
D,Ship,3,5,172,2,medium,M,60,1840,1,0.3488371890210937,613.3333333333334,15,2,120,5.153291594497779,7.518064181233078,Medium,Good
D,Ship,4,3,151,4,medium,M,13,1583,1,0.08609270953028414,316.6,12,2,26,5.0238805208462765,7.367708572374371,Medium,Neutral
C,Ship,2,5,181,5,medium,F,5,1043,0,0.02762430786606034,173.83333333333334,10,2,10,5.204006687076795,6.950814768442584,Low,Good
A,Road,4,1,174,3,low,M,7,4813,1,0.040229882745409035,1203.25,4,1,7,5.1647859739235145,8.479283618343016,Medium,Bad
B,Road,5,5,257,4,medium,M,10,5180,1,0.03891050432254847,1036.0,25,2,20,5.552959584921617,8.552753366814787,High,Good
C,Ship,3,4,177,3,medium,F,1,4965,0,0.005649717194931232,1241.25,12,2,2,5.181783550292085,8.510369966068112,Medium,Neutral
D,Flight,3,3,203,3,medium,M,7,4977,1,0.034482756922031677,1244.25,9,2,14,5.318119993844216,8.512783482927537,Medium,Neutral
A,Ship,3,4,175,3,low,M,8,4274,1,0.04571428310204097,1068.5,12,1,8,5.170483995038151,8.360539381370861,Medium,Neutral
F,Road,3,1,215,6,high,M,42,3715,1,0.1953488281233103,530.7142857142857,3,3,126,5.375278407684165,8.22040309993373,Medium,Bad
D,Ship,4,5,251,6,low,F,1,1625,0,0.003984063586292288,232.14285714285714,20,1,1,5.529429087511423,7.3938782901077555,Medium,Good
F,Ship,3,4,148,3,low,F,8,5267,1,0.05405405040175335,1316.75,12,1,8,5.003946305945459,8.569406062863171,Medium,Neutral
F,Ship,4,2,145,3,medium,F,4,5122,1,0.027586204994054828,1280.5,8,2,8,4.983606621708336,8.541495483939203,Medium,Bad
D,Ship,4,1,234,3,low,F,8,4996,0,0.03418803272700715,1249.0,4,1,8,5.459585514144159,8.516593011344206,Medium,Bad
C,Ship,4,5,208,2,medium,M,33,2170,1,0.15865383852625775,723.3333333333334,20,2,66,5.342334251964811,7.682943169878292,Medium,Good
A,Flight,6,5,267,4,low,M,3,1550,0,0.011235954635357506,310.0,30,1,3,5.5909869805108565,7.346655163176539,High,Good
F,Flight,3,2,264,4,medium,M,1,4877,0,0.0037878786443985364,975.4,6,2,2,5.579729825986222,8.492490578775866,Medium,Bad
B,Ship,4,2,152,4,medium,F,3,4006,0,0.01973684080678679,801.2,8,2,6,5.030437921392435,8.295798110636145,Medium,Bad
F,Ship,4,3,201,3,low,F,46,3641,1,0.2288557100071786,910.25,12,1,46,5.308267697401205,8.200288260287554,Medium,Neutral
A,Ship,5,5,193,4,medium,M,8,5714,0,0.04145077505436399,1142.8,25,2,16,5.267858159063328,8.65084957622891,High,Good
A,Flight,2,5,189,2,low,M,38,3708,1,0.20105819042020157,1236.0,10,1,38,5.247024072160486,8.21851757748959,Low,Good
B,Ship,4,5,164,4,low,F,4,5736,0,0.02439024241522912,1147.2,20,1,4,5.10594547390058,8.654691704601872,Medium,Good
D,Ship,5,3,287,4,low,M,2,1437,0,0.006968640872172792,287.4,15,1,2,5.662960480135946,7.271008538280992,High,Neutral
A,Road,6,2,269,6,medium,M,4,4423,0,0.014869887923052496,631.8571428571429,12,2,8,5.598421958998375,8.39479954320217,High,Bad
F,Ship,3,3,192,3,low,F,1,4180,1,0.005208333062065986,1045.0,9,1,1,5.262690188904886,8.338305731356565,Medium,Neutral
B,Road,2,5,111,2,low,M,4,4473,1,0.0360360327895466,1491.0,10,1,4,4.718498871295094,8.406038142050075,Low,Good
A,Ship,5,3,236,3,high,F,47,3519,1,0.19915253393421467,879.75,15,3,141,5.4680601411351315,8.166216268592143,High,Neutral
D,Flight,6,1,173,3,medium,F,2,4892,0,0.011560692973370349,1223.0,6,2,4,5.159055299214529,8.495560891289124,High,Bad
D,Ship,5,4,273,2,low,F,1,5008,1,0.00366300352882771,1669.3333333333333,20,1,1,5.6131281063880705,8.518991573357617,High,Neutral
F,Ship,3,3,225,2,medium,M,55,2259,1,0.2444444335802474,753.0,9,2,110,5.420534999272286,7.723120092266331,Medium,Neutral
C,Road,5,2,275,5,low,F,10,1924,0,0.03636363504132237,320.6666666666667,10,1,10,5.62040086571715,7.562681246721884,High,Bad
C,Road,3,5,275,2,low,F,7,4619,0,0.025454544528925656,1539.6666666666667,15,1,7,5.62040086571715,8.438149984075784,Medium,Good
B,Road,3,5,142,3,low,F,2,4619,0,0.014084506050386898,1154.75,15,1,2,4.962844630259907,8.438149984075784,Medium,Good
F,Flight,5,3,228,5,high,M,9,1924,0,0.039473682479224455,320.6666666666667,15,3,27,5.43372200355424,7.562681246721884,High,Neutral
A,Ship,5,5,235,5,low,M,8,1332,1,0.03404255174287014,222.0,25,1,8,5.4638318050256105,7.195187320178709,High,Good
A,Ship,4,2,144,5,low,F,3,5807,1,0.020833331886574175,967.8333333333334,8,1,3,4.976733742420574,8.666991556504632,Medium,Bad
C,Flight,3,2,257,5,low,M,5,4130,1,0.019455252161274236,688.3333333333334,6,1,5,5.552959584921617,8.326274787396764,Medium,Bad
F,Road,4,4,190,2,low,M,2,4460,0,0.010526315235457093,1486.6666666666667,16,1,2,5.25227342804663,8.403128235128264,Medium,Neutral
F,Road,4,4,139,3,high,F,64,1415,1,0.4604316215516819,353.75,16,3,192,4.941642422609304,7.255591274253665,Medium,Neutral
A,Ship,5,1,134,2,low,M,8,5646,0,0.0597014880819785,1882.0,5,1,8,4.90527477843843,8.638879709672837,High,Bad
F,Ship,4,5,171,6,medium,F,27,1840,1,0.15789472760849546,262.85714285714283,20,2,54,5.147494476813453,7.518064181233078,Medium,Good
A,Ship,3,2,177,3,medium,M,8,5006,1,0.045197737559449856,1251.5,6,2,16,5.181783550292085,8.518592212329946,Medium,Bad
C,Ship,4,1,229,4,medium,F,2,5378,1,0.008733624072767508,1075.6,4,2,4,5.438079308923196,8.590257762273243,Medium,Bad
D,Ship,4,5,197,2,medium,F,40,2710,1,0.20304567497230075,903.3333333333334,20,2,80,5.288267030694535,7.905072849498666,Medium,Good
F,Ship,4,1,258,3,medium,F,4,3686,1,0.015503875368066848,921.5,4,2,8,5.556828061699537,8.212568398234145,Medium,Bad
B,Flight,5,5,240,6,medium,F,9,1117,0,0.037499998437500064,159.57142857142858,25,2,18,5.484796933490655,7.0192966537150445,High,Good
F,Ship,3,3,270,3,high,F,7,4690,1,0.025925924965706486,1172.5,9,3,21,5.602118820879701,8.453401058328458,Medium,Neutral
F,Ship,7,4,283,5,low,M,6,1882,1,0.021201412678395315,313.6666666666667,28,1,6,5.648974238161206,7.5406215286571525,High,Neutral
C,Ship,4,3,159,5,low,M,4,4666,1,0.02515723112218672,777.6666666666666,12,1,4,5.075173815233827,8.448271745949816,Medium,Neutral
B,Road,4,3,137,3,medium,M,46,1299,1,0.335766398849168,324.75,12,2,92,4.927253685157205,7.170119543449628,Medium,Neutral
D,Ship,7,5,133,5,low,F,7,1239,1,0.05263157499010714,206.5,35,1,7,4.897839799950911,7.122866658599083,High,Good
A,Ship,3,5,267,2,high,M,2,5062,1,0.00749063642357167,1687.3333333333333,15,3,6,5.5909869805108565,8.529714471969909,Medium,Good
D,Ship,4,1,189,3,medium,M,5,4496,1,0.02645502505528968,1124.0,4,2,10,5.247024072160486,8.411165786770708,Medium,Bad
F,Flight,3,1,244,3,medium,M,6,4062,1,0.024590162926632665,1015.5,3,2,12,5.501258210544727,8.309676895987726,Medium,Bad
C,Ship,5,4,215,3,low,F,5,5552,1,0.023255812871822656,1388.0,20,1,5,5.375278407684165,8.622093601241607,High,Neutral
F,Road,5,3,261,5,medium,M,10,1434,1,0.038314174777234686,239.0,15,2,20,5.568344503761097,7.268920128193722,High,Neutral
F,Flight,4,1,157,3,medium,M,31,1712,1,0.19745221672278873,428.0,4,2,62,5.062595033026967,7.44600149832412,Medium,Bad
B,Flight,3,1,248,3,low,M,9,2616,1,0.03629032111732576,654.0,3,1,9,5.517452896464707,7.869783902530146,Medium,Bad
F,Ship,7,2,282,5,low,M,6,1744,1,0.021276594990191668,290.6666666666667,14,1,6,5.645446897643238,7.4645098346365275,High,Bad
F,Ship,3,3,138,2,medium,F,40,1117,1,0.28985505145977886,372.3333333333333,9,2,80,4.9344739331306915,7.0192966537150445,Medium,Neutral
A,Ship,3,4,241,2,low,M,57,3671,1,0.23651451300769655,1223.6666666666667,12,1,57,5.488937726156687,8.20849175174038,Medium,Neutral
D,Flight,3,4,188,4,low,F,49,3067,1,0.2606382840086019,613.4,12,1,49,5.241747015059643,8.028781162487148,Medium,Neutral
C,Ship,3,2,243,4,medium,M,4,4410,1,0.016460904672390753,882.0,6,2,8,5.497168225293202,8.39185670010494,Medium,Bad
F,Ship,4,1,268,3,medium,M,6,4681,1,0.022388058866117208,1170.25,4,2,12,5.594711379601839,8.451480648050856,Medium,Bad
B,Ship,4,4,212,3,medium,M,50,2073,1,0.2358490454788186,518.25,16,2,100,5.3612921657094255,7.637234388789473,Medium,Neutral
C,Road,4,3,175,2,low,M,25,1816,1,0.142857134693878,605.3333333333334,12,1,25,5.170483995038151,7.504942068396171,Medium,Neutral
C,Ship,3,2,258,2,low,M,1,5862,0,0.003875968842016712,1954.0,6,1,1,5.556828061699537,8.676416696964216,Medium,Bad
D,Road,3,3,183,3,low,M,2,4363,0,0.010928961151422887,1090.75,9,1,2,5.214935757608986,8.381144346952961,Medium,Neutral
F,Flight,3,4,243,3,medium,F,8,4959,0,0.032921809344781505,1239.75,12,2,16,5.497168225293202,8.509161019718974,Medium,Neutral
F,Ship,5,3,232,3,medium,M,3,4526,0,0.012931033925386469,1131.5,15,2,6,5.4510384535657,8.417814747435958,High,Neutral
A,Flight,3,1,154,2,low,F,10,5594,1,0.06493506071850255,1864.6666666666667,3,1,10,5.043425116919247,8.629628620746026,Medium,Bad
F,Flight,4,1,140,2,low,F,5,1274,1,0.03571428316326549,424.6666666666667,4,1,5,4.948759890378168,7.150701457592526,Medium,Bad
A,Ship,4,1,199,2,low,F,46,3371,1,0.23115576727860465,1123.6666666666667,4,1,46,5.298317366548036,8.123261319121745,Medium,Bad
A,Ship,5,5,194,3,low,M,47,2256,1,0.2422680287490707,564.0,25,1,47,5.272999558563747,7.721791776817535,High,Good
D,Road,5,2,264,5,low,F,27,3118,1,0.10227272339876049,519.6666666666666,10,1,27,5.579729825986222,8.045267716607803,High,Bad
F,Flight,3,3,158,2,medium,M,7,4865,0,0.04430379466431679,1621.6666666666667,9,2,14,5.0689042022202315,8.490027523343468,Medium,Neutral
F,Ship,3,4,260,4,high,M,17,2666,1,0.06538461286982258,533.2,12,3,51,5.564520407322694,7.888709524182015,Medium,Neutral
F,Flight,5,4,245,5,low,M,6,3592,1,0.02448979491878388,598.6666666666666,20,1,6,5.5053315359323625,8.186742787113518,High,Neutral
D,Road,4,5,154,4,medium,M,7,4938,0,0.045454542502951785,987.6,20,2,14,5.043425116919247,8.504918160540624,Medium,Good
D,Ship,6,2,257,4,low,F,4,1929,1,0.01556420172901939,385.8,12,1,4,5.552959584921617,7.5652752818989315,High,Bad
B,Ship,3,5,284,2,low,M,10,5619,0,0.035211266365800485,1873.0,15,1,10,5.652489180268651,8.634086942887738,Medium,Good
A,Road,6,4,300,4,medium,F,7,1607,0,0.023333332555555582,321.4,24,2,14,5.707110264748875,7.382746449738912,High,Neutral
C,Flight,5,3,256,2,low,M,3,4456,0,0.011718749542236347,1485.3333333333333,15,1,3,5.54907608489522,8.402231172946555,High,Neutral
B,Ship,2,5,264,5,medium,F,1,4426,0,0.0037878786443985364,737.6666666666666,10,2,2,5.579729825986222,8.395477432732141,Low,Good
F,Flight,7,3,244,5,medium,F,10,1913,1,0.04098360487772111,318.8333333333333,21,2,20,5.501258210544727,7.5569505720129,High,Neutral
C,Ship,5,1,240,5,medium,F,5,4144,0,0.020833332465277812,690.6666666666666,5,2,10,5.484796933490655,8.329658067569396,High,Bad
C,Ship,2,1,159,2,low,F,44,1213,1,0.27672954234405395,404.3333333333333,2,1,44,5.075173815233827,7.101675971619444,Low,Bad
C,Ship,3,5,139,2,low,F,7,4449,1,0.050359708607215205,1483.0,15,1,7,4.941642422609304,8.400659375160286,Medium,Good
D,Flight,3,1,184,2,low,F,31,3191,1,0.1684782517131385,1063.6666666666667,3,1,31,5.220355825078324,8.068402958569699,Medium,Bad
B,Road,5,4,201,2,low,M,5,5593,1,0.024875620652954195,1864.3333333333333,20,1,5,5.308267697401205,8.629449873761905,High,Neutral
B,Ship,4,5,196,2,medium,F,3,5505,0,0.015306121668055016,1835.0,20,2,6,5.2832037287379885,8.613593685702552,Medium,Good
F,Flight,2,4,233,4,medium,F,4,5408,0,0.01716738123745145,1081.6,8,2,8,5.455321115357702,8.595819511871428,Low,Neutral
F,Ship,2,5,248,6,low,F,62,2750,1,0.24999998991935524,392.85714285714283,10,1,62,5.517452896464707,7.919719760924575,Low,Good
F,Ship,5,4,183,2,low,F,36,3819,1,0.19672130072561198,1273.0,20,1,36,5.214935757608986,8.24800570160062,High,Neutral
D,Road,6,1,246,3,medium,M,7,4733,1,0.028455283396126692,1183.25,6,2,14,5.5093883366279774,8.46252579007393,High,Bad
F,Road,3,4,144,3,low,M,50,1865,1,0.34722219810956956,466.25,12,1,50,4.976733742420574,7.531552381407289,Medium,Neutral
A,Ship,3,1,235,10,low,M,56,2175,1,0.23829786220009097,197.72727272727272,3,1,56,5.4638318050256105,7.685243607975833,Medium,Bad
F,Ship,6,1,144,4,low,F,5,5121,0,0.03472221981095696,1024.2,6,1,5,4.976733742420574,8.541300266759471,High,Bad
D,Flight,5,3,274,6,medium,M,7,1293,0,0.025547444323085977,184.71428571428572,15,2,14,5.616771097666572,7.165493475060845,High,Neutral
C,Flight,6,2,290,4,medium,M,1,1111,0,0.0034482757431629056,222.2,12,2,2,5.673323267171493,7.013915474810528,High,Bad
B,Ship,5,2,195,6,high,M,5,5339,1,0.025641024326101314,762.7142857142857,10,3,15,5.278114659230517,8.582980931954241,High,Bad
F,Ship,3,5,154,2,medium,M,6,4675,1,0.03896103643110153,1558.3333333333333,15,2,12,5.043425116919247,8.450198322591959,Medium,Good
D,Flight,4,5,185,2,low,F,4,5428,0,0.02162162045288538,1809.3333333333333,20,1,4,5.225746673713202,8.599510233905452,Medium,Good
A,Ship,3,4,212,3,medium,M,10,4663,0,0.04716980909576372,1165.75,12,2,20,5.3612921657094255,8.447628728030327,Medium,Neutral
D,Flight,3,4,250,3,low,F,3,2371,1,0.01199999952000002,592.75,12,1,3,5.5254529391317835,7.771488760117616,Medium,Neutral
D,Ship,4,3,265,3,low,F,65,3578,1,0.24528300961196192,894.5,12,1,65,5.583496308781699,8.182838710766026,Medium,Neutral
F,Road,4,3,219,6,medium,F,2,1634,0,0.009132419674318736,233.42857142857142,12,2,4,5.393627546352362,7.399398083331354,Medium,Neutral
A,Ship,3,2,182,3,low,F,54,3972,1,0.29670328040091865,993.0,6,1,54,5.209486152841421,8.287276755814599,Medium,Bad
C,Road,4,1,226,3,low,F,28,2211,1,0.12389379982770797,552.75,4,1,28,5.424950017481403,7.701652362642226,Medium,Bad
D,Ship,3,3,217,3,low,F,6,4887,0,0.027649768311070584,1221.75,9,1,6,5.384495062789089,8.494538500851432,Medium,Neutral
C,Ship,3,1,153,2,low,F,6,1314,1,0.03921568371139322,438.0,3,1,6,5.0369526024136295,7.181591944611865,Medium,Bad
F,Road,4,3,240,8,medium,M,8,4319,1,0.0333333319444445,479.8888888888889,12,2,16,5.484796933490655,8.371010681238156,Medium,Neutral
D,Ship,2,3,197,3,low,F,7,4632,0,0.03553299312015263,1158.0,6,1,7,5.288267030694535,8.440959885416648,Low,Neutral
F,Ship,3,3,149,4,medium,F,3,5944,1,0.02013422683662907,1188.8,9,2,6,5.0106352940962555,8.690305809124883,Medium,Neutral
A,Ship,5,4,171,3,low,F,1,5011,0,0.00584795287438872,1252.75,20,1,1,5.147494476813453,8.51959031601596,High,Neutral
C,Road,6,2,137,10,low,F,5,4510,0,0.036496347700996516,410.0,12,1,5,4.927253685157205,8.414274137408396,High,Bad
F,Ship,2,1,264,3,medium,M,10,3409,1,0.03787878644398537,852.25,2,2,20,5.579729825986222,8.134467570277563,Low,Bad
F,Ship,3,1,201,3,medium,F,8,4315,0,0.039800993044726715,1078.75,3,2,16,5.308267697401205,8.370084326378025,Medium,Bad
F,Ship,3,5,167,2,low,F,2,4141,0,0.011976047187063042,1380.3333333333333,15,1,2,5.123963979403259,8.328934041955529,Medium,Good
B,Ship,4,5,234,3,low,F,4,5100,1,0.017094016363503575,1275.0,20,1,4,5.459585514144159,8.537191877922927,Medium,Good
C,Ship,3,4,238,2,medium,M,7,5974,0,0.02941176347009397,1991.3333333333333,12,2,14,5.476463551931511,8.695339376799712,Medium,Neutral
F,Ship,5,4,279,2,medium,F,1,3933,1,0.0035842292622140053,1311.0,20,2,2,5.634789603169249,8.277411998949004,High,Neutral
C,Ship,5,5,224,3,medium,F,48,2298,1,0.21428570471938818,574.5,25,2,96,5.41610040220442,7.740229524763182,High,Good
D,Ship,4,3,177,3,low,M,1,5282,0,0.005649717194931232,1320.5,12,1,1,5.181783550292085,8.572249397164315,Medium,Neutral
F,Flight,3,1,233,3,medium,M,1,2744,1,0.0042918453093628624,686.0,3,2,2,5.455321115357702,7.917536353943631,Medium,Bad
F,Ship,4,5,259,2,medium,F,4,4092,1,0.015444014847721435,1364.0,20,2,8,5.560681631015528,8.317033476492403,Medium,Good
F,Flight,4,2,197,7,medium,M,43,3730,1,0.2182741005952233,466.25,8,2,86,5.288267030694535,8.224431573221159,Medium,Bad
